driver_id,reporting_date,income,grade,total_business_value,quarterly_rating,last_working_date,is_churned,tenure_months,income_change_pct,bv_change_pct,rating_change,health_score,health_category
24,2019-01-01,76308,2,106460,2,,0,9,0.0,0.0,0.0,44.79,Watch List
24,2019-02-01,76308,2,401310,2,,0,10,0.0,276.9584820589893,0.0,57.92,Stable
24,2019-03-01,76308,2,1103240,2,,0,11,0.0,174.90967082803817,0.0,58.54,Stable
24,2019-04-01,76308,2,312720,2,,0,12,0.0,-71.6543997679562,0.0,34.17,At Risk
24,2019-05-01,76308,2,128730,2,,0,13,0.0,-58.835379892555636,0.0,34.79,At Risk
24,2019-06-01,76308,2,97220,2,,0,14,0.0,-24.477588751650742,0.0,41.8,Watch List
24,2019-07-01,76308,2,203240,3,,0,15,0.0,109.05163546595351,1.0,71.46,Healthy
24,2019-08-01,76308,2,639720,3,,0,16,0.0,214.76087384373156,0.0,68.33,Stable
24,2019-09-01,76308,2,765920,3,,0,17,0.0,19.72738072906897,0.0,61.39,Stable
24,2019-10-01,76308,2,343160,2,2019-10-27,1,18,0.0,-55.196365155629834,-1.0,34.17,At Risk
25,2019-01-01,102077,3,2552300,3,,0,16,0.0,0.0,0.0,55.83,Stable
25,2019-02-01,102077,3,2143680,3,,0,17,0.0,-16.009873447478746,0.0,52.46,Stable
25,2019-03-01,102077,3,2925260,3,,0,18,0.0,36.45973279593969,0.0,66.2,Stable
25,2019-04-01,102077,3,1030790,4,,0,19,0.0,-64.76244846611925,1.0,55.62,Stable
25,2019-05-01,102077,3,1833580,4,,0,20,0.0,77.88104269540838,0.0,77.5,Healthy
25,2019-06-01,102077,3,999610,4,,0,21,0.0,-45.48315317575454,0.0,54.25,Stable
25,2019-07-01,102077,3,1046670,4,,0,22,0.0,4.707836056061864,0.0,67.43,Stable
25,2019-08-01,102077,3,677050,4,,0,23,0.0,-35.31390027420295,0.0,58.05,Stable
25,2019-09-01,102077,3,1934570,4,,0,24,0.0,185.73517465475226,0.0,80.0,Healthy
25,2019-10-01,102077,3,1297810,4,,0,25,0.0,-32.91480794181653,0.0,59.27,Stable
25,2019-11-01,102077,3,1474610,4,,0,26,0.0,13.622949430193943,0.0,70.91,Healthy
25,2019-12-01,102077,3,574040,4,,0,27,0.0,-61.07174100270581,0.0,55.0,Stable
25,2020-01-01,102077,3,2109420,4,,0,28,0.0,267.46916591178314,0.0,80.0,Healthy
25,2020-02-01,102077,3,2973000,4,,0,29,0.0,40.939215518957816,0.0,77.73,Healthy
25,2020-03-01,102077,3,3053510,4,,0,30,0.0,2.7080390178271108,0.0,68.18,Stable
25,2020-04-01,102077,3,-414250,3,,0,31,0.0,-113.56635478514889,-1.0,44.58,Watch List
25,2020-05-01,102077,3,350000,3,,0,32,0.0,0.0,0.0,60.83,Stable
25,2020-06-01,102077,3,1219340,3,,0,33,0.0,248.38285714285715,0.0,73.33,Healthy
25,2020-07-01,102077,3,650000,4,,0,34,0.0,-46.69247297718438,1.0,59.58,Stable
25,2020-08-01,102077,3,1512060,4,,0,35,0.0,132.6246153846154,0.0,80.0,Healthy
25,2020-09-01,102077,3,1368060,4,,0,36,0.0,-9.523431609856752,0.0,65.12,Stable
25,2020-10-01,102077,3,1346140,4,,0,37,0.0,-1.6022689063345177,0.0,67.1,Stable
25,2020-11-01,102077,3,1680680,4,,0,38,0.0,24.851798475641466,0.0,73.71,Healthy
25,2020-12-01,102077,3,2013180,4,,0,39,0.0,19.783658995168622,0.0,72.45,Healthy
26,2019-01-01,121529,3,243110,4,,0,7,0.0,0.0,0.0,56.88,Stable
26,2019-02-01,121529,3,646330,4,,0,8,0.0,165.85907613837358,0.0,70.0,Healthy
26,2019-03-01,121529,3,17651940,4,,0,9,0.0,2631.1033063605278,0.0,70.62,Healthy
26,2019-04-01,121529,3,242510,4,,0,10,0.0,-98.62615667173127,0.0,46.25,Watch List
26,2019-05-01,121529,3,1098080,4,,0,11,0.0,352.797822770195,0.0,71.87,Healthy
26,2019-06-01,121529,3,1212720,4,,0,12,0.0,10.440040798484628,0.0,62.61,Stable
26,2019-07-01,121529,3,2695910,4,,0,13,0.0,122.3027574378257,0.0,73.12,Healthy
26,2019-08-01,121529,3,494710,4,,0,14,0.0,-81.64960996472435,0.0,48.75,Watch List
26,2019-09-01,121529,3,986540,4,,0,15,0.0,99.41784075518991,0.0,74.37,Healthy
26,2019-10-01,121529,3,9950710,4,,0,16,0.0,908.6473939221927,0.0,75.0,Healthy
26,2019-11-01,121529,3,13097320,4,,0,17,0.0,31.621964663828006,0.0,71.03,Healthy
26,2019-12-01,121529,3,1086370,4,,0,18,0.0,-91.70540232658284,0.0,51.25,Stable
26,2020-01-01,121529,3,732410,2,,0,19,0.0,-32.58190119388422,-2.0,35.4,Watch List
26,2020-02-01,121529,3,1511840,2,,0,20,0.0,106.41990142133504,0.0,64.17,Stable
26,2020-03-01,132577,4,9226690,4,,0,21,9.090834286466604,510.2954016298021,2.0,87.9,Healthy
26,2020-04-01,132577,4,1940050,2,,0,22,0.0,-78.97349970574497,-2.0,32.92,At Risk
26,2020-05-01,132577,4,970030,2,,0,23,0.0,-49.99974227468364,0.0,41.04,Watch List
26,2020-06-01,132577,4,0,2,,0,24,0.0,-100.0,0.0,41.67,Watch List
26,2020-07-01,132577,4,153590,2,,0,25,0.0,0.0,0.0,54.17,Stable
26,2020-08-01,132577,4,1710410,2,,0,26,0.0,1013.6206784295853,0.0,66.67,Stable
26,2020-09-01,132577,4,440550,2,,0,27,0.0,-74.24301775597664,0.0,41.67,Watch List
26,2020-10-01,132577,4,744590,2,,0,28,0.0,69.01373283395755,0.0,66.67,Stable
26,2020-11-01,132577,4,1578270,2,,0,29,0.0,111.96497401254382,0.0,66.67,Stable
26,2020-12-01,132577,4,1453220,2,,0,30,0.0,-7.923232400032948,0.0,52.19,Stable
29,2019-01-01,30312,1,231840,2,,0,9,0.0,0.0,0.0,44.79,Watch List
29,2019-02-01,30312,1,278930,2,,0,10,0.0,20.311421670117323,0.0,50.49,Stable
29,2019-03-01,30312,1,650990,2,,0,11,0.0,133.38830530957588,0.0,58.54,Stable
29,2019-04-01,30312,1,111410,1,,0,12,0.0,-82.88606583818492,-1.0,23.75,At Risk
29,2019-05-01,30312,1,0,1,2019-05-23,1,13,0.0,-100.0,0.0,28.12,At Risk
30,2019-10-01,69457,3,0,1,,0,8,0.0,0.0,0.0,37.5,Watch List
30,2019-11-01,69457,3,0,1,,0,9,0.0,0.0,0.0,38.12,Watch List
30,2019-12-01,69457,3,0,1,2019-11-29,1,10,0.0,0.0,0.0,38.75,Watch List
31,2020-07-01,65189,3,0,1,,0,4,0.0,0.0,0.0,35.0,Watch List
31,2020-08-01,65189,3,0,1,,0,5,0.0,0.0,0.0,35.62,Watch List
31,2020-09-01,65189,3,0,1,,0,6,0.0,0.0,0.0,36.25,Watch List
31,2020-10-01,65189,3,0,2,,0,7,0.0,0.0,1.0,47.29,Watch List
31,2020-11-01,65189,3,0,2,,0,8,0.0,0.0,0.0,44.17,Watch List
31,2020-12-01,65189,3,950940,2,,0,9,0.0,0.0,0.0,44.79,Watch List
34,2020-08-01,65813,2,285830,2,,0,2,0.0,0.0,0.0,40.42,Watch List
34,2020-09-01,65813,2,190180,2,,0,3,0.0,-33.463947101423926,0.0,32.68,At Risk
34,2020-10-01,65813,2,0,1,,0,4,0.0,-100.0,-1.0,18.75,At Risk
34,2020-11-01,65813,2,0,1,2020-11-14,1,5,0.0,0.0,0.0,35.62,Watch List
35,2020-03-01,68070,3,300000,1,,0,-3,0.0,0.0,0.0,32.5,At Risk
35,2020-04-01,68070,3,0,1,,0,-2,0.0,-100.0,0.0,20.0,At Risk
35,2020-05-01,68070,3,0,1,2020-05-05,1,-1,0.0,0.0,0.0,32.5,At Risk
36,2019-07-01,32865,2,0,2,,0,7,0.0,0.0,0.0,43.54,Watch List
36,2019-08-01,32865,2,0,2,,0,8,0.0,0.0,0.0,44.17,Watch List
36,2019-09-01,32865,2,722390,2,,0,9,0.0,0.0,0.0,44.79,Watch List
36,2019-10-01,32865,2,821020,2,,0,10,0.0,13.65328977422168,0.0,48.83,Watch List
36,2019-11-01,32865,2,-19350,2,,0,11,0.0,-102.35682443789433,0.0,33.54,At Risk
36,2019-12-01,32865,2,145400,2,,0,12,0.0,0.0,0.0,46.67,Watch List
36,2020-01-01,32865,2,0,1,,0,13,0.0,-100.0,-1.0,24.38,At Risk
36,2020-02-01,32865,2,400000,1,,0,14,0.0,0.0,0.0,41.25,Watch List
36,2020-03-01,32865,2,-50000,1,,0,15,0.0,-112.5,0.0,29.38,At Risk
36,2020-04-01,32865,2,1460000,3,,0,16,0.0,0.0,2.0,63.33,Stable
36,2020-05-01,32865,2,0,3,,0,17,0.0,-100.0,0.0,43.96,Watch List
36,2020-06-01,32865,2,139080,3,,0,18,0.0,0.0,0.0,57.08,Stable
36,2020-07-01,32865,2,984330,2,,0,19,0.0,607.7437446074202,-1.0,59.79,Stable
36,2020-08-01,32865,2,-325140,2,2020-07-29,1,20,0.0,-133.03160525433543,0.0,39.17,Watch List
37,2020-05-01,57375,2,0,1,,0,1,0.0,0.0,0.0,33.12,At Risk
37,2020-06-01,57375,2,300000,1,,0,2,0.0,0.0,0.0,33.75,At Risk
37,2020-07-01,57375,2,350020,1,,0,3,0.0,16.673333333333336,0.0,38.54,Watch List
37,2020-08-01,57375,2,0,1,,0,4,0.0,-100.0,0.0,22.5,At Risk
37,2020-09-01,57375,2,0,1,,0,5,0.0,0.0,0.0,35.62,Watch List
37,2020-10-01,57375,2,0,1,2020-10-16,1,6,0.0,0.0,0.0,36.25,Watch List
38,2019-12-01,13427,1,0,1,,0,7,0.0,0.0,0.0,36.88,Watch List
38,2020-01-01,13427,1,0,1,,0,8,0.0,0.0,0.0,37.5,Watch List
38,2020-02-01,13427,1,155610,1,,0,9,0.0,0.0,0.0,38.12,Watch List
38,2020-03-01,13427,1,-155610,1,2020-03-15,1,10,0.0,-200.0,0.0,26.25,At Risk
39,2020-08-01,72888,2,966340,3,,0,1,0.0,0.0,0.0,46.46,Watch List
39,2020-09-01,72888,2,554010,3,,0,2,0.0,-42.66924684893515,0.0,36.42,Watch List
39,2020-10-01,72888,2,600440,2,,0,3,0.0,8.380715149546038,-1.0,39.39,Watch List
39,2020-11-01,72888,2,150470,2,,0,4,0.0,-74.94004396775698,0.0,29.17,At Risk
39,2020-12-01,72888,2,150970,2,,0,5,0.0,0.33229215125938727,0.0,42.37,Watch List
40,2019-11-01,59182,2,0,1,,0,4,0.0,0.0,0.0,35.0,Watch List
40,2019-12-01,59182,2,0,1,,0,5,0.0,0.0,0.0,35.62,Watch List
40,2020-01-01,59182,2,0,1,,0,6,0.0,0.0,0.0,36.25,Watch List
40,2020-02-01,59182,2,0,1,2020-02-14,1,7,0.0,0.0,0.0,36.88,Watch List
41,2019-07-01,92372,4,0,1,,0,4,0.0,0.0,0.0,35.0,Watch List
41,2019-08-01,92372,4,0,1,,0,5,0.0,0.0,0.0,35.62,Watch List
41,2019-09-01,92372,4,1061060,1,,0,6,0.0,0.0,0.0,36.25,Watch List
41,2019-10-01,92372,4,1357440,3,,0,7,0.0,27.932444913576987,2.0,64.69,Stable
41,2019-11-01,92372,4,1000000,3,,0,8,0.0,-26.331918906176334,0.0,44.25,Watch List
41,2019-12-01,92372,4,2240810,3,,0,9,0.0,124.081,0.0,63.96,Stable
41,2020-01-01,92372,4,1002760,3,,0,10,0.0,-55.250110451131505,0.0,39.58,Watch List
41,2020-02-01,92372,4,2600330,3,,0,11,0.0,159.31728429534485,0.0,65.21,Stable
41,2020-03-01,92372,4,6718850,3,,0,12,0.0,158.3845127349221,0.0,65.83,Stable
41,2020-04-01,92372,4,0,2,,0,13,0.0,-100.0,-1.0,31.04,At Risk
41,2020-05-01,92372,4,811400,2,,0,14,0.0,0.0,0.0,47.92,Watch List
41,2020-06-01,92372,4,1071890,2,,0,15,0.0,32.103771259551394,0.0,56.57,Stable
41,2020-07-01,92372,4,1358260,1,,0,16,0.0,26.716360820606592,-1.0,45.43,Watch List
41,2020-08-01,92372,4,306820,1,,0,17,0.0,-77.41080500051537,0.0,30.63,At Risk
41,2020-09-01,92372,4,0,1,,0,18,0.0,-100.0,0.0,31.25,At Risk
41,2020-10-01,92372,4,775520,2,,0,19,0.0,0.0,1.0,54.79,Stable
41,2020-11-01,92372,4,180770,2,,0,20,0.0,-76.69047864658552,0.0,39.17,Watch List
41,2020-12-01,92372,4,1270000,2,,0,21,0.0,602.5502019140343,0.0,64.79,Stable
42,2019-01-01,45988,2,147900,1,,0,4,0.0,0.0,0.0,35.0,Watch List
42,2019-02-01,45988,2,189020,1,,0,5,0.0,27.802569303583503,0.0,42.58,Watch List
42,2019-03-01,45988,2,657770,1,,0,6,0.0,247.9896307269072,0.0,48.75,Watch List
42,2019-04-01,45988,2,0,1,,0,7,0.0,-100.0,0.0,24.38,At Risk
42,2019-05-01,45988,2,0,1,2019-05-16,1,8,0.0,0.0,0.0,37.5,Watch List
43,2019-01-01,12906,1,359890,1,,0,7,0.0,0.0,0.0,36.88,Watch List
43,2019-02-01,12906,1,0,1,2019-02-20,1,8,0.0,-100.0,0.0,25.0,At Risk
44,2020-09-01,62100,1,0,1,,0,1,0.0,0.0,0.0,33.12,At Risk
44,2020-10-01,62100,1,150110,1,,0,2,0.0,0.0,0.0,33.75,At Risk
44,2020-11-01,62100,1,0,1,2020-11-24,1,3,0.0,-100.0,0.0,21.88,At Risk
45,2020-06-01,77544,3,0,1,,0,2,0.0,0.0,0.0,33.75,At Risk
45,2020-07-01,77544,3,1262040,3,,0,3,0.0,0.0,2.0,55.21,Stable
45,2020-08-01,77544,3,1202980,3,,0,4,0.0,-4.679724889860861,0.0,47.16,Watch List
45,2020-09-01,77544,3,-58440,3,,0,5,0.0,-104.85793612528886,0.0,36.46,Watch List
45,2020-10-01,77544,3,964680,3,,0,6,0.0,0.0,0.0,49.58,Watch List
45,2020-11-01,77544,3,334320,3,,0,7,0.0,-65.34394825227018,0.0,37.71,Watch List
45,2020-12-01,77544,3,1521760,3,,0,8,0.0,355.1806652309165,0.0,63.33,Stable
46,2019-01-01,42171,1,231860,1,,0,4,0.0,0.0,0.0,35.0,Watch List
46,2019-02-01,42171,1,106430,1,,0,5,0.0,-54.09730009488485,0.0,23.12,At Risk
46,2019-03-01,42171,1,0,1,2019-02-27,1,6,0.0,-100.0,0.0,23.75,At Risk
47,2020-10-01,28000,1,0,2,,0,2,0.0,0.0,0.0,40.42,Watch List
47,2020-11-01,28000,1,484060,2,,0,3,0.0,0.0,0.0,41.04,Watch List
47,2020-12-01,28000,1,382210,2,,0,4,0.0,-21.04078006858654,0.0,36.41,Watch List
49,2019-01-01,53039,2,171760,1,,0,9,0.0,0.0,0.0,38.12,Watch List
49,2019-02-01,53039,2,0,1,,0,10,0.0,-100.0,0.0,26.25,At Risk
49,2019-03-01,53039,2,392890,1,,0,11,0.0,0.0,0.0,39.38,Watch List
49,2019-04-01,53039,2,106160,1,,0,12,0.0,-72.97971442388454,0.0,27.5,At Risk
49,2019-05-01,53039,2,124190,1,,0,13,0.0,16.983798040693294,0.0,44.87,Watch List
49,2019-06-01,53039,2,0,1,,0,14,0.0,-100.0,0.0,28.75,At Risk
49,2019-07-01,53039,2,503500,2,,0,15,0.0,0.0,1.0,52.29,Stable
49,2019-08-01,53039,2,300300,2,,0,16,0.0,-40.35749751737835,0.0,39.08,Watch List
49,2019-09-01,53039,2,0,2,,0,17,0.0,-100.0,0.0,37.29,Watch List
49,2019-10-01,53039,2,0,1,,0,18,0.0,0.0,-1.0,40.0,Watch List
49,2019-11-01,53039,2,0,1,,0,19,0.0,0.0,0.0,44.38,Watch List
49,2019-12-01,53039,2,200000,1,,0,20,0.0,0.0,0.0,45.0,Watch List
49,2020-01-01,53039,2,0,1,2020-01-21,1,21,0.0,-100.0,0.0,33.13,At Risk
50,2019-01-01,89367,3,110310,1,,0,3,0.0,0.0,0.0,34.38,At Risk
50,2019-02-01,89367,3,0,1,2019-02-20,1,4,0.0,-100.0,0.0,22.5,At Risk
51,2019-01-01,131347,4,0,1,,0,21,0.0,0.0,0.0,45.63,Watch List
51,2019-02-01,131347,4,0,1,,0,22,0.0,0.0,0.0,46.25,Watch List
51,2019-03-01,131347,4,0,1,,0,23,0.0,0.0,0.0,46.88,Watch List
51,2019-06-01,131347,4,0,1,,0,26,0.0,0.0,0.0,47.5,Watch List
51,2019-07-01,131347,4,200000,2,,0,27,0.0,0.0,1.0,57.92,Stable
51,2019-08-01,131347,4,845500,2,,0,28,0.0,322.75,0.0,66.67,Stable
51,2019-09-01,131347,4,742500,2,,0,29,0.0,-12.18214074512123,0.0,51.12,Stable
51,2019-10-01,131347,4,250000,2,,0,30,0.0,-66.32996632996633,0.0,41.67,Watch List
51,2019-11-01,131347,4,570000,2,,0,31,0.0,128.0,0.0,66.67,Stable
51,2019-12-01,131347,4,582010,2,2019-12-23,1,32,0.0,2.1070175438596492,0.0,54.69,Stable
52,2020-07-01,48687,3,0,1,,0,2,0.0,0.0,0.0,33.75,At Risk
52,2020-08-01,48687,3,0,1,,0,3,0.0,0.0,0.0,34.38,At Risk
52,2020-09-01,48687,3,493300,1,,0,4,0.0,0.0,0.0,35.0,Watch List
52,2020-10-01,48687,3,502020,2,,0,5,0.0,1.7676870058787757,1.0,46.48,Watch List
52,2020-11-01,48687,3,556710,2,,0,6,0.0,10.89398828731923,0.0,45.64,Watch List
52,2020-12-01,48687,3,300560,2,,0,7,0.0,-46.01138833503979,0.0,32.04,At Risk
54,2019-07-01,117993,4,0,2,,0,-3,0.0,0.0,0.0,39.17,Watch List
54,2019-08-01,117993,4,0,2,,0,-2,0.0,0.0,0.0,39.17,Watch List
54,2019-09-01,117993,4,2000000,2,,0,-1,0.0,0.0,0.0,39.17,Watch List
54,2019-10-01,117993,4,0,3,,0,0,0.0,-100.0,1.0,37.08,Watch List
